# lemma	kind	batch	topic	gloss	note  — the plain-text seed `vocab.py init` reads; regenerate with `vocab.py export`
der Schmutz	target	1	In der Wohnung & Zuhause	dirt
der Schrank	target	1	In der Wohnung & Zuhause	cupboard, wardrobe
der Sessel	target	1	In der Wohnung & Zuhause	armchair (D/CH) / chair (A)
der Staub	target	1	In der Wohnung & Zuhause	dust
der Stift	target	1	In der Wohnung & Zuhause	pen, pencil
der Stock	target	1	In der Wohnung & Zuhause	floor, storey
der Stuhl	target	1	In der Wohnung & Zuhause	chair
der Teppich	target	1	In der Wohnung & Zuhause	carpet, rug
der Tisch	target	1	In der Wohnung & Zuhause	table
der Topf	target	1	In der Wohnung & Zuhause	pot
der Umzug	target	1	In der Wohnung & Zuhause	move, house move
der Zettel	target	1	In der Wohnung & Zuhause	note, slip of paper
der Zugang	target	1	In der Wohnung & Zuhause	access, entrance
derOfen	target	1	In der Wohnung & Zuhause	oven, stove	source typo: write 'der Ofen'
die Anleitung	target	1	In der Wohnung & Zuhause	instructions, manual
die Badewanne	target	1	In der Wohnung & Zuhause	bathtub
die Bar	target	1	In der Wohnung & Zuhause	bar
die Baustelle	target	1	In der Wohnung & Zuhause	construction site
die Büchse	target	1	In der Wohnung & Zuhause	tin, can
die Bürste	target	1	In der Wohnung & Zuhause	brush
die Couch	target	1	In der Wohnung & Zuhause	couch, sofa
die Decke	target	1	In der Wohnung & Zuhause	blanket; ceiling
die Dose	target	1	In der Wohnung & Zuhause	tin, can
die Ecke	target	1	In der Wohnung & Zuhause	corner
die Einrichtung	target	1	In der Wohnung & Zuhause	furnishings; facility
die Etage	target	1	In der Wohnung & Zuhause	floor, storey
die Flasche	target	1	In der Wohnung & Zuhause	bottle
die Garage	target	1	In der Wohnung & Zuhause	garage
die Garderobe	target	1	In der Wohnung & Zuhause	coat rack; cloakroom
die Halle	target	1	In der Wohnung & Zuhause	hall
die Heizung	target	1	In der Wohnung & Zuhause	heating, heater
die Hütte	target	1	In der Wohnung & Zuhause	hut, cabin
die Kerze	target	1	In der Wohnung & Zuhause	candle
die Küche	target	1	In der Wohnung & Zuhause	kitchen
die Lampe	target	1	In der Wohnung & Zuhause	lamp
die Mitte	target	1	In der Wohnung & Zuhause	middle, centre
die Müllabfuhr	target	1	In der Wohnung & Zuhause	garbage collection
die Mülltonne	target	1	In der Wohnung & Zuhause	garbage bin
die Nadel	target	1	In der Wohnung & Zuhause	needle
die Ordnung	target	1	In der Wohnung & Zuhause	order, tidiness
die Puppe	target	1	In der Wohnung & Zuhause	doll
die Reinigung	target	1	In der Wohnung & Zuhause	cleaning; dry cleaner's
die Schachtel	target	1	In der Wohnung & Zuhause	box, packet
die Scheibe	target	1	In der Wohnung & Zuhause	pane; slice
die Schere	target	1	In der Wohnung & Zuhause	scissors
die Schüssel	target	1	In der Wohnung & Zuhause	bowl
die Socke	target	1	In der Wohnung & Zuhause	sock
die Stiege	target	1	In der Wohnung & Zuhause	stairs (A)
die Tafel	target	1	In der Wohnung & Zuhause	board; bar (of chocolate)
die Terrasse	target	1	In der Wohnung & Zuhause	terrace, patio
die Treppe	target	1	In der Wohnung & Zuhause	stairs
die Tür	target	1	In der Wohnung & Zuhause	door
die Uhr	target	1	In der Wohnung & Zuhause	clock, watch
die Vase	target	1	In der Wohnung & Zuhause	vase
die Wand	target	1	In der Wohnung & Zuhause	wall
die Wohnung	target	1	In der Wohnung & Zuhause	flat, apartment
die Wäsche	target	1	In der Wohnung & Zuhause	laundry, washing
die Zahnbürste	target	1	In der Wohnung & Zuhause	toothbrush
einrichten	target	1	In der Wohnung & Zuhause	to furnish, set up
heizen	target	1	In der Wohnung & Zuhause	to heat
locker	target	1	In der Wohnung & Zuhause	loose
möbliert	target	1	In der Wohnung & Zuhause	furnished
nähen	target	1	In der Wohnung & Zuhause	to sew
ordnen	target	1	In der Wohnung & Zuhause	to arrange, put in order
packen	target	1	In der Wohnung & Zuhause	to pack
putzen	target	1	In der Wohnung & Zuhause	to clean
reinigen	target	1	In der Wohnung & Zuhause	to clean
sauber	target	1	In der Wohnung & Zuhause	clean
schlafen	target	1	In der Wohnung & Zuhause	to sleep
schmutzig	target	1	In der Wohnung & Zuhause	dirty
sich umziehen	target	1	In der Wohnung & Zuhause	to move (house)
umziehen	target	1	In der Wohnung & Zuhause	to move (house)
wohnen	target	1	In der Wohnung & Zuhause	to live, reside
zentral	target	1	In der Wohnung & Zuhause	central
öffnen	target	1	In der Wohnung & Zuhause	to open
(sich) ausruhen	target	2	Körper & Gesundheit	to rest
(sich) duschen	target	2	Körper & Gesundheit	to shower
(sich) rasieren	target	2	Körper & Gesundheit	to shave
(sich) verletzen	target	2	Körper & Gesundheit	to injure (o.s.)
abnehmen	target	2	Körper & Gesundheit	to lose weight; to take off
atmen	target	2	Körper & Gesundheit	to breathe
beißen	target	2	Körper & Gesundheit	to bite
blind	target	2	Körper & Gesundheit	blind
bluten	target	2	Körper & Gesundheit	to bleed
das Asyl	target	2	Körper & Gesundheit	asylum (*um Asyl bitten*)	canonical CSV sense: um Asyl bitten (political asylum) — a stray in this topic
das Auge	target	2	Körper & Gesundheit	eye
das Bein	target	2	Körper & Gesundheit	leg
das Blut	target	2	Körper & Gesundheit	blood
das Fieber	target	2	Körper & Gesundheit	fever
das Gefühl	target	2	Körper & Gesundheit	feeling
das Gesicht	target	2	Körper & Gesundheit	face
das Haar	target	2	Körper & Gesundheit	hair
das Herz	target	2	Körper & Gesundheit	heart
das Knie	target	2	Körper & Gesundheit	knee
das Krankenhaus	target	2	Körper & Gesundheit	hospital
das Medikament	target	2	Körper & Gesundheit	medication, drug
das Ohr	target	2	Körper & Gesundheit	ear
das Pflaster	target	2	Körper & Gesundheit	plaster, bandage
das Schmerzmittel	target	2	Körper & Gesundheit	painkiller
das Suchtmittel	target	2	Körper & Gesundheit	addictive substance
das Vitamin	target	2	Körper & Gesundheit	vitamin
der Appetit	target	2	Körper & Gesundheit	appetite
der Arm	target	2	Körper & Gesundheit	arm	noun (arm), not the adjective 'arm' (poor) — both exist in the CSV
der Arzt / die Ärztin	target	2	Körper & Gesundheit	doctor
der Atem	target	2	Körper & Gesundheit	breath
der Bart	target	2	Körper & Gesundheit	beard
der Bauch	target	2	Körper & Gesundheit	belly, stomach
der Blick	target	2	Körper & Gesundheit	look, glance; view
der Durst	target	2	Körper & Gesundheit	thirst
der Finger	target	2	Körper & Gesundheit	finger
der Fuß	target	2	Körper & Gesundheit	foot
der Hals	target	2	Körper & Gesundheit	neck, throat
der Hunger	target	2	Körper & Gesundheit	hunger
der Husten	target	2	Körper & Gesundheit	cough
der Knochen	target	2	Körper & Gesundheit	bone
der Kopf	target	2	Körper & Gesundheit	head
der Kranke / die Kranke	target	2	Körper & Gesundheit	the sick person, patient
der Krankenpfleger	target	2	Körper & Gesundheit	male nurse
der Krankenwagen	target	2	Körper & Gesundheit	ambulance
der Körper	target	2	Körper & Gesundheit	body
der Magen	target	2	Körper & Gesundheit	stomach
der Mund	target	2	Körper & Gesundheit	mouth
der Muskel	target	2	Körper & Gesundheit	muscle
der Mut	target	2	Körper & Gesundheit	courage
der Nerv	target	2	Körper & Gesundheit	nerve (*auf die Nerven gehen*)
der Patient / die Patientin	target	2	Körper & Gesundheit	patient
der Pfleger / die Pflegerin	target	2	Körper & Gesundheit	carer, nurse
der Rücken	target	2	Körper & Gesundheit	back
der Schmerz	target	2	Körper & Gesundheit	pain
der Schnupfen	target	2	Körper & Gesundheit	runny nose, head cold
der Tod	target	2	Körper & Gesundheit	death
der Tote / die Tote	target	2	Körper & Gesundheit	dead person
der Zahn	target	2	Körper & Gesundheit	tooth
die Apotheke	target	2	Körper & Gesundheit	pharmacy
die Besserung	target	2	Körper & Gesundheit	recovery (*Gute Besserung!*)
die Brust	target	2	Körper & Gesundheit	chest, breast
die Diät	target	2	Körper & Gesundheit	diet (*eine Diät machen*)
die Dusche	target	2	Körper & Gesundheit	shower
die Erholung	target	2	Körper & Gesundheit	recovery, rest
die Erkältung	target	2	Körper & Gesundheit	a cold
die Gesundheit	target	2	Körper & Gesundheit	health
die Grippe	target	2	Körper & Gesundheit	flu
die Hand	target	2	Körper & Gesundheit	hand
die Haut	target	2	Körper & Gesundheit	skin
die Infektion	target	2	Körper & Gesundheit	infection
die Klinik	target	2	Körper & Gesundheit	clinic
die Kraft	target	2	Körper & Gesundheit	strength, force
die Krankenkasse	target	2	Körper & Gesundheit	health insurance fund
die Krankenschwester	target	2	Körper & Gesundheit	nurse
die Krankheit	target	2	Körper & Gesundheit	illness, disease
die Lippe	target	2	Körper & Gesundheit	lip
die Medizin	target	2	Körper & Gesundheit	medicine (the substance & the subject)
die Mühe	target	2	Körper & Gesundheit	effort, trouble (*Danke für Ihre Mühe*)
die Nase	target	2	Körper & Gesundheit	nose
die Notaufnahme	target	2	Körper & Gesundheit	A&E, emergency room
die Operation	target	2	Körper & Gesundheit	operation, surgery
die Praxis	target	2	Körper & Gesundheit	doctor's surgery, practice	the doctor's-surgery sense, not 'theory vs. practice'
die Salbe	target	2	Körper & Gesundheit	ointment
die Schulter	target	2	Körper & Gesundheit	shoulder
die Seife	target	2	Körper & Gesundheit	soap
die Sprechstunde	target	2	Körper & Gesundheit	consultation hours
die Spritze	target	2	Körper & Gesundheit	injection, syringe
die Sucht	target	2	Körper & Gesundheit	addiction
die Tablette	target	2	Körper & Gesundheit	tablet, pill
die Temperatur	target	2	Körper & Gesundheit	temperature
die Therapie	target	2	Körper & Gesundheit	therapy
die Träne	target	2	Körper & Gesundheit	tear
die Untersuchung	target	2	Körper & Gesundheit	examination, check-up
die Verletzung	target	2	Körper & Gesundheit	injury
die Wunde	target	2	Körper & Gesundheit	wound
die Zahncreme/-pasta	target	2	Körper & Gesundheit	toothpaste
die Zange	target	2	Körper & Gesundheit	pliers, forceps
durstig	target	2	Körper & Gesundheit	thirsty
erkältet	target	2	Körper & Gesundheit	having a cold (*ich bin erkältet*)
erschrecken	target	2	Körper & Gesundheit	to frighten sb. / to get a fright
erschöpft	target	2	Körper & Gesundheit	exhausted
gesund	target	2	Körper & Gesundheit	healthy
hungrig	target	2	Körper & Gesundheit	hungry
husten	target	2	Körper & Gesundheit	to cough
krank	target	2	Körper & Gesundheit	ill, sick
körperlich	target	2	Körper & Gesundheit	physical(ly)
leiden	target	2	Körper & Gesundheit	to suffer (*leiden an/unter*)
mager	target	2	Körper & Gesundheit	lean, low-fat; thin
mild	target	2	Körper & Gesundheit	mild
mutig	target	2	Körper & Gesundheit	brave
müde	target	2	Körper & Gesundheit	tired
nervös	target	2	Körper & Gesundheit	nervous
operieren	target	2	Körper & Gesundheit	to operate (on)
pflegen	target	2	Körper & Gesundheit	to care for, nurse
schwitzen	target	2	Körper & Gesundheit	to sweat
sich erholen	target	2	Körper & Gesundheit	to recover, recuperate
sich erkälten	target	2	Körper & Gesundheit	to catch a cold
sich verlaufen	target	2	Körper & Gesundheit	to get lost (on foot)
spüren	target	2	Körper & Gesundheit	to feel, sense
stechen	target	2	Körper & Gesundheit	to sting, prick
sterben	target	2	Körper & Gesundheit	to die
süchtig	target	2	Körper & Gesundheit	addicted (*süchtig nach*)
taub	target	2	Körper & Gesundheit	deaf; numb
tot	target	2	Körper & Gesundheit	dead
untersuchen	target	2	Körper & Gesundheit	to examine
vermissen	target	2	Körper & Gesundheit	to miss (sb./sth.)
verschreiben	target	2	Körper & Gesundheit	to prescribe
äußerlich	target	2	Körper & Gesundheit	external(ly), for external use
backen	target	3	Essen, Kochen & Restaurant
bitter	target	3	Essen, Kochen & Restaurant
braten	target	3	Essen, Kochen & Restaurant
brechen	target	3	Essen, Kochen & Restaurant
das Bier	target	3	Essen, Kochen & Restaurant
das Brot	target	3	Essen, Kochen & Restaurant	bread
das Brötchen	target	3	Essen, Kochen & Restaurant
das Brötli	target	3	Essen, Kochen & Restaurant
das Buffet	target	3	Essen, Kochen & Restaurant
das Café	target	3	Essen, Kochen & Restaurant
das Dessert	target	3	Essen, Kochen & Restaurant
das Ei	target	3	Essen, Kochen & Restaurant
das Eis	target	3	Essen, Kochen & Restaurant
das Essen	target	3	Essen, Kochen & Restaurant
das Faschierte	target	3	Essen, Kochen & Restaurant
das Fett	target	3	Essen, Kochen & Restaurant
das Fleisch	target	3	Essen, Kochen & Restaurant
das Gasthaus	target	3	Essen, Kochen & Restaurant
das Gebäck	target	3	Essen, Kochen & Restaurant
das Gemüse	target	3	Essen, Kochen & Restaurant
das Gericht	target	3	Essen, Kochen & Restaurant
das Getränk	target	3	Essen, Kochen & Restaurant
das Gewürz	target	3	Essen, Kochen & Restaurant
das Hackfleisch	target	3	Essen, Kochen & Restaurant
das Hendl	target	3	Essen, Kochen & Restaurant
das Hähnchen/Hühnchen	target	3	Essen, Kochen & Restaurant
das Kaffeehaus	target	3	Essen, Kochen & Restaurant
das Lokal	target	3	Essen, Kochen & Restaurant
das Mehl	target	3	Essen, Kochen & Restaurant
das Menü	target	3	Essen, Kochen & Restaurant
das Mineralwasser	target	3	Essen, Kochen & Restaurant
das Müesli/Müsli	target	3	Essen, Kochen & Restaurant
das Nahrungsmittel	target	3	Essen, Kochen & Restaurant
das Obst	target	3	Essen, Kochen & Restaurant
das Picknick	target	3	Essen, Kochen & Restaurant
das Poulet	target	3	Essen, Kochen & Restaurant
das Restaurant	target	3	Essen, Kochen & Restaurant
das Rezept	target	3	Essen, Kochen & Restaurant
das Rüebli	target	3	Essen, Kochen & Restaurant
das Salz	target	3	Essen, Kochen & Restaurant
das Schnitzel	target	3	Essen, Kochen & Restaurant
das Schwammerl	target	3	Essen, Kochen & Restaurant
das/derObers	target	3	Essen, Kochen & Restaurant		regional (A) — out of scope; the D word for this is 'die Sahne'
dasRohr	target	3	Essen, Kochen & Restaurant		regional (A) — out of scope; the D word for this is 'der Ofen'
der Alkohol	target	3	Essen, Kochen & Restaurant
der Apfel	target	3	Essen, Kochen & Restaurant
der Braten	target	3	Essen, Kochen & Restaurant
der Essig	target	3	Essen, Kochen & Restaurant
der Fasching	target	3	Essen, Kochen & Restaurant
der Fleischhauer / die Fleischhauerin	target	3	Essen, Kochen & Restaurant
der Gast	target	3	Essen, Kochen & Restaurant
der Geschmack	target	3	Essen, Kochen & Restaurant
der Grill	target	3	Essen, Kochen & Restaurant
der Honig	target	3	Essen, Kochen & Restaurant
der Imbiss	target	3	Essen, Kochen & Restaurant
der Kaffee	target	3	Essen, Kochen & Restaurant
der Kakao	target	3	Essen, Kochen & Restaurant
der Kloß	target	3	Essen, Kochen & Restaurant
der Knödel	target	3	Essen, Kochen & Restaurant
der Koch / die Köchin	target	3	Essen, Kochen & Restaurant
der Kuchen	target	3	Essen, Kochen & Restaurant
der Käse	target	3	Essen, Kochen & Restaurant
der Metzger	target	3	Essen, Kochen & Restaurant
der Ober	target	3	Essen, Kochen & Restaurant
der Paradeiser	target	3	Essen, Kochen & Restaurant
der Pfeffer	target	3	Essen, Kochen & Restaurant
der Pilz	target	3	Essen, Kochen & Restaurant
der Reis	target	3	Essen, Kochen & Restaurant
der Saft	target	3	Essen, Kochen & Restaurant
der Salat	target	3	Essen, Kochen & Restaurant
der Schinken	target	3	Essen, Kochen & Restaurant
der Service	target	3	Essen, Kochen & Restaurant
der Speisewagen	target	3	Essen, Kochen & Restaurant
der Tee	target	3	Essen, Kochen & Restaurant
der Teller	target	3	Essen, Kochen & Restaurant
der Wein	target	3	Essen, Kochen & Restaurant
derRahm	target	3	Essen, Kochen & Restaurant		regional (CH) — out of scope; the D word for this is 'die Sahne'
die Aprikose	target	3	Essen, Kochen & Restaurant
die Banane	target	3	Essen, Kochen & Restaurant
die Bohne	target	3	Essen, Kochen & Restaurant
die Butter	target	3	Essen, Kochen & Restaurant
die Bäckerei	target	3	Essen, Kochen & Restaurant
die Cafeteria	target	3	Essen, Kochen & Restaurant
die Ernte	target	3	Essen, Kochen & Restaurant
die Ernährung	target	3	Essen, Kochen & Restaurant
die Fasnacht	target	3	Essen, Kochen & Restaurant
die Gabel	target	3	Essen, Kochen & Restaurant
die Gaststätte	target	3	Essen, Kochen & Restaurant
die Jause	target	3	Essen, Kochen & Restaurant
die Kanne	target	3	Essen, Kochen & Restaurant
die Kantine	target	3	Essen, Kochen & Restaurant
die Karotte	target	3	Essen, Kochen & Restaurant
die Kartoffel	target	3	Essen, Kochen & Restaurant
die Kneipe	target	3	Essen, Kochen & Restaurant
die Konfitüre	target	3	Essen, Kochen & Restaurant
die Lebensmittel	target	3	Essen, Kochen & Restaurant
die Limonade	target	3	Essen, Kochen & Restaurant
die Mahlzeit	target	3	Essen, Kochen & Restaurant
die Margarine	target	3	Essen, Kochen & Restaurant
die Marille	target	3	Essen, Kochen & Restaurant
die Marmelade	target	3	Essen, Kochen & Restaurant
die Mensa	target	3	Essen, Kochen & Restaurant
die Milch	target	3	Essen, Kochen & Restaurant
die Möhre	target	3	Essen, Kochen & Restaurant
die Nachspeise	target	3	Essen, Kochen & Restaurant
die Nudel	target	3	Essen, Kochen & Restaurant
die Orange	target	3	Essen, Kochen & Restaurant
die Pfanne	target	3	Essen, Kochen & Restaurant
die Pflaume	target	3	Essen, Kochen & Restaurant
die Pizza	target	3	Essen, Kochen & Restaurant
die Pommes frites	target	3	Essen, Kochen & Restaurant
die Portion	target	3	Essen, Kochen & Restaurant
die Schokolade	target	3	Essen, Kochen & Restaurant
die Semmel	target	3	Essen, Kochen & Restaurant
die Soße/Sauce	target	3	Essen, Kochen & Restaurant
die Speisekarte	target	3	Essen, Kochen & Restaurant
die Suppe	target	3	Essen, Kochen & Restaurant
die Tasse	target	3	Essen, Kochen & Restaurant
die Tomate	target	3	Essen, Kochen & Restaurant
die Torte	target	3	Essen, Kochen & Restaurant
die Wurst	target	3	Essen, Kochen & Restaurant
die Zigarette	target	3	Essen, Kochen & Restaurant
die Zitrone	target	3	Essen, Kochen & Restaurant
die Zwiebel	target	3	Essen, Kochen & Restaurant
dieSahne	target	3	Essen, Kochen & Restaurant		source typo: write 'die Sahne'
ernähren	target	3	Essen, Kochen & Restaurant
essen	target	3	Essen, Kochen & Restaurant
fett	target	3	Essen, Kochen & Restaurant
gemeinsam	target	3	Essen, Kochen & Restaurant
gießen	target	3	Essen, Kochen & Restaurant
grillen	target	3	Essen, Kochen & Restaurant
grillieren	target	3	Essen, Kochen & Restaurant
kochen	target	3	Essen, Kochen & Restaurant
kühl	target	3	Essen, Kochen & Restaurant
lecker	target	3	Essen, Kochen & Restaurant
probieren	target	3	Essen, Kochen & Restaurant
roh	target	3	Essen, Kochen & Restaurant
salzig	target	3	Essen, Kochen & Restaurant
satt	target	3	Essen, Kochen & Restaurant
sauer	target	3	Essen, Kochen & Restaurant
schmecken	target	3	Essen, Kochen & Restaurant
süß	target	3	Essen, Kochen & Restaurant
Tee ziehen lassen	target	3	Essen, Kochen & Restaurant
trinken	target	3	Essen, Kochen & Restaurant
vegetarisch	target	3	Essen, Kochen & Restaurant
verpflegen	target	3	Essen, Kochen & Restaurant
zubereiten	target	3	Essen, Kochen & Restaurant
das Haustier	target	4	Tiere	pet
das Tier	target	4	Tiere	animal
der Bauer	target	4	Tiere	farmer (weak: beim Bauern)
der Bauernhof	target	4	Tiere	farm
der Tierpark	target	4	Tiere	zoo, animal park
die Schlange	target	4	Tiere	queue, line (also: snake)
fressen	target	4	Tiere	to eat (of an animal)
füttern	target	4	Tiere	to feed (an animal or a baby)
(sich) anziehen	target	5	Kleidung & Aussehen
anhaben	target	5	Kleidung & Aussehen
aussehen	target	5	Kleidung & Aussehen
blond	target	5	Kleidung & Aussehen
chic/schick	target	5	Kleidung & Aussehen
das Couvert	target	5	Kleidung & Aussehen
das Hemd	target	5	Kleidung & Aussehen
das Kleid	target	5	Kleidung & Aussehen
das Kostüm	target	5	Kleidung & Aussehen
das Modell	target	5	Kleidung & Aussehen
das Parfüm	target	5	Kleidung & Aussehen
das Taschentuch	target	5	Kleidung & Aussehen
das Zeug/-zeug	target	5	Kleidung & Aussehen
der Anzug	target	5	Kleidung & Aussehen
der Friseur / die Friseurin	target	5	Kleidung & Aussehen
der Hut	target	5	Kleidung & Aussehen
der Knopf	target	5	Kleidung & Aussehen
der Mantel	target	5	Kleidung & Aussehen
der Pullover	target	5	Kleidung & Aussehen
der Ring	target	5	Kleidung & Aussehen
der Rock	target	5	Kleidung & Aussehen
der Schmuck	target	5	Kleidung & Aussehen
der Schuh	target	5	Kleidung & Aussehen
der Stiefel	target	5	Kleidung & Aussehen
der Strumpf	target	5	Kleidung & Aussehen
die Bluse	target	5	Kleidung & Aussehen
die Brille	target	5	Kleidung & Aussehen
die Creme	target	5	Kleidung & Aussehen
die Frisur	target	5	Kleidung & Aussehen
die Hose	target	5	Kleidung & Aussehen
die Jacke	target	5	Kleidung & Aussehen
die Jeans	target	5	Kleidung & Aussehen
die Kette	target	5	Kleidung & Aussehen
die Kiste	target	5	Kleidung & Aussehen
die Kleidung	target	5	Kleidung & Aussehen
die Mode	target	5	Kleidung & Aussehen
die Tüte	target	5	Kleidung & Aussehen
elegant	target	5	Kleidung & Aussehen
frisch	target	5	Kleidung & Aussehen
hässlich	target	5	Kleidung & Aussehen
kleben	target	5	Kleidung & Aussehen
modern	target	5	Kleidung & Aussehen
schminken	target	5	Kleidung & Aussehen
schön	target	5	Kleidung & Aussehen
breit	target	6	Farben, Formen & Material
bunt	target	6	Farben, Formen & Material
das Gold	target	6	Farben, Formen & Material
das Holz	target	6	Farben, Formen & Material
das Kreuz	target	6	Farben, Formen & Material
das Leder	target	6	Farben, Formen & Material
das Loch	target	6	Farben, Formen & Material
das Material	target	6	Farben, Formen & Material
das Metall	target	6	Farben, Formen & Material
das Plastik	target	6	Farben, Formen & Material
der Bogen	target	6	Farben, Formen & Material
der Fleck	target	6	Farben, Formen & Material
der Kreis	target	6	Farben, Formen & Material
der Kunststoff	target	6	Farben, Formen & Material
der Stoff	target	6	Farben, Formen & Material
dicht	target	6	Farben, Formen & Material
die Farbe	target	6	Farben, Formen & Material
die Form	target	6	Farben, Formen & Material
die Linie	target	6	Farben, Formen & Material
die Wolle	target	6	Farben, Formen & Material
dunkel	target	6	Farben, Formen & Material
dünn	target	6	Farben, Formen & Material
eckig	target	6	Farben, Formen & Material
eng	target	6	Farben, Formen & Material
farbig	target	6	Farben, Formen & Material
flach	target	6	Farben, Formen & Material
glatt	target	6	Farben, Formen & Material
hart	target	6	Farben, Formen & Material
hell	target	6	Farben, Formen & Material
künstlich	target	6	Farben, Formen & Material
laut	target	6	Farben, Formen & Material
leise	target	6	Farben, Formen & Material
parallel	target	6	Farben, Formen & Material
rein	target	6	Farben, Formen & Material
rund	target	6	Farben, Formen & Material
schief	target	6	Farben, Formen & Material
schmal	target	6	Farben, Formen & Material
senkrecht	target	6	Farben, Formen & Material
spitz	target	6	Farben, Formen & Material
waagerecht	target	6	Farben, Formen & Material
weich	target	6	Farben, Formen & Material
(sich) trennen	target	7	Familie & Beziehungen
(sich) verabreden	target	7	Familie & Beziehungen
(sich) verabschieden	target	7	Familie & Beziehungen
(sich) verändern	target	7	Familie & Beziehungen
(sich) zwingen	target	7	Familie & Beziehungen
alt	target	7	Familie & Beziehungen
das Altenheim	target	7	Familie & Beziehungen
das Alter	target	7	Familie & Beziehungen
das Altersheim	target	7	Familie & Beziehungen
das Ehepaar	target	7	Familie & Beziehungen
